t,sensor_id,value
155.0,TC19,1088.5638727913308
155.0,TC20,991.1488877782119
156.0,TC01,1117.9805760567115
156.0,TC02,1100.5207814075939
156.0,TC03,1258.2522402069685
156.0,TC04,1215.7603747971275
156.0,TC05,1122.198622163144
156.0,TC06,1194.899561982853
156.0,TC07,1128.9044451530415
156.0,TC08,1247.6295018022272
156.0,TC09,1181.7913189679573
156.0,TC10,1197.8475800637937
156.0,TC11,1256.4812126150962
156.0,TC12,1327.1248336856947
156.0,TC13,1252.0528025515162
156.0,TC14,1339.3364816244857
156.0,TC15,1272.226148285224
156.0,TC16,1268.3390487570346
156.0,TC17,867.3113065954892
156.0,TC18,904.2229067976219
156.0,TC19,1088.829586841396
156.0,TC20,993.8404225472273
157.0,TC01,1117.8944665157862
157.0,TC02,1099.3530530342696
157.0,TC03,1258.1143335885793
157.0,TC04,1215.6835865660507
157.0,TC05,1123.4329079365612
157.0,TC06,1195.5391784919739
157.0,TC07,1130.9724318161818
157.0,TC08,1243.2634709362246
157.0,TC09,1180.3574576937667
157.0,TC10,1196.4621012804118
157.0,TC11,1258.5913123349137
157.0,TC12,1326.0770973789802
157.0,TC13,1247.5094446950573
157.0,TC14,1339.5780237051547
157.0,TC15,1266.3578269129152
157.0,TC16,1267.508697703992
157.0,TC17,866.7579974747915
157.0,TC18,906.9998440001992
157.0,TC19,1090.432231375528
157.0,TC20,990.4946852402098
158.0,TC01,1118.798210151834
158.0,TC02,1101.7528939813028
158.0,TC03,1260.9537934948949
158.0,TC04,1214.5352404704618
158.0,TC05,1122.3579294587084
158.0,TC06,1195.7873611336547
158.0,TC07,1131.4156283037153
158.0,TC08,1245.0799620076293
158.0,TC09,1180.0043140688015
158.0,TC10,1197.5462176070512
158.0,TC11,1257.785992488748
158.0,TC12,1323.3191452840429
158.0,TC13,1252.197731981964
158.0,TC14,1338.5325718013917
158.0,TC15,1273.2605333742479
158.0,TC16,1266.751118797703
158.0,TC17,867.0549969271625
158.0,TC18,907.1321342263163
158.0,TC19,1090.1326336765328
158.0,TC20,991.2148676242899
159.0,TC01,1120.6633252242373
159.0,TC02,1101.3260163987989
159.0,TC03,1259.1924178637325
159.0,TC04,1214.0871380915169
159.0,TC05,1121.9500705762177
159.0,TC06,1195.0771230937285
159.0,TC07,1127.8169637008375
159.0,TC08,1246.3030257264595
159.0,TC09,1181.2978051337634
159.0,TC10,1197.4615318526812
159.0,TC11,1259.2233514695042
159.0,TC12,1328.621437953566
159.0,TC13,1254.5862401948586
159.0,TC14,1336.4273855119777
159.0,TC15,1273.088305597742
159.0,TC16,1269.9545790531974
159.0,TC17,866.6541901804859
159.0,TC18,905.5778835420633
159.0,TC19,1090.1292923288484
159.0,TC20,988.3227321703779
160.0,TC01,1119.9585188943695
160.0,TC02,1099.9841653555682
160.0,TC03,1258.5831526250158
160.0,TC04,1218.1920710407999
160.0,TC05,1121.6871076132618
160.0,TC06,1192.9017935730424
160.0,TC07,1132.0337760258674
160.0,TC08,1245.314936769182
160.0,TC09,1183.991791804875
160.0,TC10,1195.937641550715
160.0,TC11,1262.7291250692597
160.0,TC12,1326.156892599308
160.0,TC13,1251.0273674475825
160.0,TC14,1336.5083468413466
160.0,TC15,1273.1764261052497
160.0,TC16,1266.8343207289163
160.0,TC17,867.2351618990488
160.0,TC18,908.8349155135377
160.0,TC19,1088.5132177857574
160.0,TC20,994.3140159771873
161.0,TC01,1119.1791366604998
161.0,TC02,1102.1799450768972
161.0,TC03,1257.0767368462487
161.0,TC04,1216.7082059194743
161.0,TC05,1123.5670324634445
161.0,TC06,1194.080098435173
161.0,TC07,1132.127168957684
161.0,TC08,1247.2414832358058
161.0,TC09,1182.3097814318792
161.0,TC10,1198.421799966825
161.0,TC11,1260.6004497580418
161.0,TC12,1325.4245235323938
161.0,TC13,1252.740487379908
161.0,TC14,1337.7859771260673
161.0,TC15,1273.3501951259148
161.0,TC16,1270.5248804040154
161.0,TC17,865.6841331659188
161.0,TC18,907.4685145217169
161.0,TC19,1089.420726177169
161.0,TC20,994.8609289740385
162.0,TC01,1121.5528968983172
162.0,TC02,1105.6754958827398
162.0,TC03,1258.4823385431246
162.0,TC04,1214.5465450380702
162.0,TC05,1123.5431858879087
162.0,TC06,1196.6453854911233
162.0,TC07,1133.104421878948
162.0,TC08,1247.9498457939555
162.0,TC09,1184.1633410820546
162.0,TC10,1199.7693987144967
162.0,TC11,1257.4927598051768
162.0,TC12,1325.522624596202
162.0,TC13,1255.3460208679423
162.0,TC14,1339.2058113295302
162.0,TC15,1275.2585973657167
162.0,TC16,1269.447887540772
162.0,TC17,867.9509104760593
162.0,TC18,906.452850298198
162.0,TC19,1087.2563458977147
162.0,TC20,993.9302944469306
163.0,TC01,1118.9649661394249
163.0,TC02,1101.0341588122087
163.0,TC03,1259.9146660510833
163.0,TC04,1217.1867618287542
163.0,TC05,1123.6415108008555
163.0,TC06,1196.8911386404766
163.0,TC07,1130.996428265664
163.0,TC08,1245.1728414860627
163.0,TC09,1183.5936300154578
163.0,TC10,1200.208887832868
163.0,TC11,1257.5917604234955
163.0,TC12,1325.5809725895085
163.0,TC13,1252.1804128882761
163.0,TC14,1337.550349856183
163.0,TC15,1272.9103462062494
163.0,TC16,1272.1960205734654
163.0,TC17,866.7640147274124
163.0,TC18,909.5823117446554
163.0,TC19,1090.6465010877168
163.0,TC20,994.0414955820631
164.0,TC01,1120.2536956238596
164.0,TC02,1099.5676212192177
164.0,TC03,1260.938282330644
164.0,TC04,1214.6756047436786
164.0,TC05,1122.5152865077278
164.0,TC06,1192.7607852321014
164.0,TC07,1132.4328089411863
164.0,TC08,1247.6404763067137
164.0,TC09,1182.7050563727466
164.0,TC10,1196.8154845145307
164.0,TC11,1258.2809540727205
164.0,TC12,1327.8159904853842
164.0,TC13,1253.8887910782896
164.0,TC14,1340.2276023810691
164.0,TC15,1272.3835342090858
164.0,TC16,1272.967004359935
164.0,TC17,864.7857812657525
164.0,TC18,908.4425717210464
164.0,TC19,1090.1444469685528
164.0,TC20,993.8322089714588
165.0,TC01,1120.2418651655494
165.0,TC02,1107.8733795337803
165.0,TC03,1261.176255896963
165.0,TC04,1219.9362060426818
165.0,TC05,1126.431599038024
165.0,TC06,1196.3039335827139
165.0,TC07,1132.518962063641
165.0,TC08,1249.629231586519
165.0,TC09,1182.2546659947138
165.0,TC10,1197.9111301790708
165.0,TC11,1257.6171408186992
165.0,TC12,1328.97511490167
165.0,TC13,1252.4997959389827
165.0,TC14,1341.388420227026
165.0,TC15,1273.533700301175
165.0,TC16,1274.4268891398401
165.0,TC17,865.8503006200992
165.0,TC18,906.1863394554296
165.0,TC19,1091.4417963207445
165.0,TC20,993.8262782764806
166.0,TC01,1122.6611477678503
166.0,TC02,1103.7650762438004
166.0,TC03,1263.766558185577
166.0,TC04,1217.9807912444148
166.0,TC05,1123.3972198035194
166.0,TC06,1197.4942362652746
166.0,TC07,1131.2679720162569
166.0,TC08,1249.5741894805678
166.0,TC09,1184.329197932983
166.0,TC11,1263.5361611388225
166.0,TC12,1329.7273953344165
166.0,TC13,1252.5937018006425
166.0,TC14,1340.7505595197294
166.0,TC15,1275.4843309506682
166.0,TC16,1272.6410400037203
166.0,TC17,865.9241866889471
166.0,TC18,909.1127746769804
166.0,TC19,1093.777236163341
166.0,TC20,991.3087327296121
167.0,TC01,1120.0105671402455
167.0,TC02,1103.0445135649913
167.0,TC03,1261.030303013048
167.0,TC04,1219.647510355535
167.0,TC05,1125.8993557612512
167.0,TC06,1196.0293972579605
167.0,TC07,1133.6214257020522
167.0,TC08,1249.9843012886988
167.0,TC09,1186.0397383858128
167.0,TC10,1200.3936172257165
167.0,TC11,1261.2839995742406
167.0,TC12,1330.1058203506716
167.0,TC13,1253.6342913956269
167.0,TC14,1341.2239405512164
167.0,TC15,1272.0863338170273
167.0,TC16,1271.6615123793772
167.0,TC17,868.2875617644529
167.0,TC18,907.1403971322673
167.0,TC19,1093.6274530559222
167.0,TC20,990.8094201004542
168.0,TC01,1123.129430448574
168.0,TC02,1105.4505679123274
168.0,TC03,1264.9574709505894
168.0,TC04,1218.109765277668
168.0,TC05,1124.4209389548996
168.0,TC06,1199.8187151939255
168.0,TC07,1135.6436474828888
168.0,TC08,1250.166434820635
168.0,TC09,1183.5491780435618
168.0,TC10,1202.6303986256441
168.0,TC11,1265.238094990822
168.0,TC12,1330.7776485163838
168.0,TC13,1254.510939606795
168.0,TC14,1342.4972122006882
168.0,TC15,1275.6663197891348
168.0,TC16,1272.4980464505409
168.0,TC17,868.9504656534942
168.0,TC18,907.8762245779834
168.0,TC19,1093.487987956192
168.0,TC20,991.3101466918796
169.0,TC01,1124.6815608836187
169.0,TC02,1103.3062112398363
169.0,TC03,1259.9568880185695
169.0,TC04,1220.9052027520036
169.0,TC05,1126.9737730400375
169.0,TC06,1198.238271406298
169.0,TC07,1133.695304159297
169.0,TC08,1248.434526781616
169.0,TC09,1183.7034246921505
169.0,TC10,1200.601626472159
169.0,TC11,1261.4008280233854
169.0,TC12,1328.9518165319573
169.0,TC13,1253.0524244819733
169.0,TC15,1275.8935419892782
169.0,TC16,1274.3366018802874
169.0,TC17,868.1112747469908
169.0,TC18,909.041973774467
169.0,TC19,1091.820314883208
169.0,TC20,993.2809942036798
170.0,TC01,1119.5382042135577
170.0,TC02,1103.4011512534098
170.0,TC03,1263.8690772905159
170.0,TC04,1218.0179227657031
170.0,TC05,1125.46599803803
170.0,TC06,1196.7313543516996
170.0,TC07,1135.42716268331
170.0,TC08,1249.9295509711194
170.0,TC09,1181.732112935684
170.0,TC10,1202.373941379442
170.0,TC11,1263.9265426505447
170.0,TC12,1329.4063664439905
170.0,TC13,1254.723029129753
170.0,TC14,1340.6504718071028
170.0,TC15,1277.385160341722
170.0,TC16,1273.6943213869426
170.0,TC17,867.9252388322503
170.0,TC18,905.7165486218033
170.0,TC19,1092.9967204632749
170.0,TC20,996.018861178566
171.0,TC01,1125.8896571967784
171.0,TC02,1106.8863895180964
171.0,TC04,1220.7232118941695
171.0,TC05,1123.9693828602512
171.0,TC06,1196.9415121564982
171.0,TC07,1135.4578051506494
171.0,TC08,1250.2153440397692
171.0,TC09,1183.621365994027
171.0,TC10,1199.8622573032676
171.0,TC11,1262.6133472052838
171.0,TC12,1332.335911131005
171.0,TC13,1257.811030625224
171.0,TC14,1341.6168676394398
171.0,TC15,1276.265405677384
171.0,TC16,1274.6881895840781
171.0,TC17,867.4475399172052
171.0,TC18,907.1017474900905
171.0,TC19,1093.2827621385484
171.0,TC20,992.4455884259593
172.0,TC01,1124.2559759396902
172.0,TC02,1104.7427263392883
172.0,TC03,1262.8183272673293
172.0,TC04,1218.571252569326
172.0,TC05,1125.3396540453539
172.0,TC06,1200.4166110585093
172.0,TC07,1136.2682950927185
172.0,TC08,1248.2388985181726
172.0,TC09,1180.0727228178816
172.0,TC10,1201.3101468806015
172.0,TC11,1262.3335156214368
172.0,TC12,1330.8831906089313
172.0,TC13,1254.9574597873595
172.0,TC14,1341.271670775304
172.0,TC15,1280.326113898809
172.0,TC16,1277.2152908328599
172.0,TC17,867.5514955504176
172.0,TC18,909.4374168695621
172.0,TC19,1095.3011103031208
172.0,TC20,994.687179727412
173.0,TC01,1122.3329276728841
173.0,TC02,1103.4985260854226
173.0,TC03,1263.2532106352066
173.0,TC04,1218.172674088708
173.0,TC05,1127.422661450164
173.0,TC06,1198.7057032969776
173.0,TC07,1135.7020913918257
173.0,TC08,1249.6770199603613
173.0,TC09,1185.6723803574098
173.0,TC10,1200.8862217537103
173.0,TC11,1263.6066828795276
173.0,TC12,1331.2717552804645
173.0,TC13,1255.8016737335452
173.0,TC14,1344.7589446093325
173.0,TC15,1276.1388439061457
173.0,TC16,1275.3428777673962
173.0,TC17,870.2842462073601
173.0,TC18,910.8020761042646
173.0,TC19,1093.229373110173
173.0,TC20,995.4866924931129
174.0,TC01,1120.748544824202
174.0,TC02,1107.2240365080268
174.0,TC03,1267.5210247649527
174.0,TC04,1220.697956169077
174.0,TC05,1127.9620293130924
174.0,TC06,1196.9959088857358
174.0,TC07,1133.6972531929518
174.0,TC08,1249.991372218677
174.0,TC09,1184.4826833635955
174.0,TC10,1202.599837432352
174.0,TC11,1262.6620326118148
174.0,TC12,1332.4277837333552
174.0,TC13,1257.9381291116574
174.0,TC14,1344.43799089764
174.0,TC15,1277.118390093156
174.0,TC16,1276.3076611215242
174.0,TC17,867.8190308836189
174.0,TC18,909.7044173692955
174.0,TC19,1095.8178345837055
174.0,TC20,994.7105273343876
175.0,TC01,1121.7224726574273
175.0,TC02,1106.0621618872756
175.0,TC03,1265.27776558426
175.0,TC04,1222.0552640645467
175.0,TC05,1124.5749516216438
175.0,TC06,1200.3257923476644
175.0,TC07,1135.126018026003
175.0,TC08,1253.0126616329571
175.0,TC09,1183.2284073757883
175.0,TC10,1203.4635286850807
175.0,TC11,1263.4397881141408
175.0,TC12,1331.745434215932
175.0,TC13,1258.283127702216
175.0,TC14,1345.7853203958746
175.0,TC15,1275.1346599919168
175.0,TC16,1277.0599243729528
175.0,TC17,868.463665307635
175.0,TC18,909.793655090661
175.0,TC19,1092.9132875380867
175.0,TC20,996.1475462805898
176.0,TC01,1127.2738340572753
176.0,TC02,1105.450762418302
176.0,TC03,1266.0862549378537
176.0,TC04,1220.8013420616642
176.0,TC05,1125.6599733347773
176.0,TC06,1197.4265703052486
176.0,TC07,1137.8662756711328
176.0,TC08,1251.3076872313463
176.0,TC09,1184.6495303825704
176.0,TC10,1202.3249510495173
176.0,TC11,1265.3982483592144
176.0,TC12,1332.3673651490672
176.0,TC13,1255.8181359175665
176.0,TC14,1344.324688890312
176.0,TC15,1278.2385674873603
176.0,TC16,1275.7465245962744
176.0,TC17,868.064101906681
176.0,TC18,911.8363520740933
176.0,TC19,1099.2671571315225
176.0,TC20,993.9329263665132
177.0,TC01,1120.9257961534138
177.0,TC02,1106.1626174169728
177.0,TC03,1261.6058176079582
177.0,TC04,1218.8543647779952
177.0,TC05,1125.8947016787727
177.0,TC06,1200.8428139281702
177.0,TC07,1135.7030706677815
177.0,TC08,1248.0217090020778
177.0,TC09,1185.2299628022843
177.0,TC10,1202.7927422911753
177.0,TC11,1264.5109078651076
177.0,TC12,1335.0973843775016
177.0,TC13,1258.933379418637
177.0,TC14,1345.0095943566707
177.0,TC15,1281.9437750989878
177.0,TC16,1274.2430321765755
177.0,TC17,868.0898410245684
177.0,TC18,909.9182182419563
177.0,TC19,1095.389539636987
177.0,TC20,993.6148604998816
178.0,TC01,1121.387553525781
178.0,TC02,1106.7853799700688
178.0,TC03,1262.5405984293866
178.0,TC04,1220.4006847299893
178.0,TC05,1127.1093006028607
178.0,TC06,1198.1661907673097
178.0,TC07,1136.8664013899015
178.0,TC08,1250.5902394874515
178.0,TC10,1204.5020267665523
178.0,TC11,1264.120731754514
178.0,TC12,1336.0928127147401
178.0,TC13,1256.3959583460273
178.0,TC14,1345.379095545708
178.0,TC15,1280.0645840916834
178.0,TC16,1278.2608048836946
178.0,TC17,871.0524837130588
178.0,TC18,909.9429988780544
178.0,TC19,1096.5816342569606
178.0,TC20,996.8692385127096
179.0,TC01,1123.2725254484112
179.0,TC02,1106.7466969798807
179.0,TC03,1263.7524947806457
179.0,TC04,1220.9605904423402
179.0,TC05,1126.9838733928448
179.0,TC06,1201.1514076736623
179.0,TC07,1135.9247652546758
179.0,TC08,1253.5879392463762
179.0,TC09,1184.1448424779055
179.0,TC10,1203.061429181441
179.0,TC11,1264.7021360940662
179.0,TC12,1335.6476779784782
179.0,TC13,1257.8301095891118
179.0,TC14,1344.947475510258
179.0,TC15,1277.8093441455198
179.0,TC16,1278.1530175223138
179.0,TC17,866.6514234223538
179.0,TC18,911.467024972785
179.0,TC19,1095.8882259510242
179.0,TC20,995.4311060934474
180.0,TC01,1124.2749382441666
180.0,TC02,1106.8648074943399
180.0,TC03,1265.1185736057914
180.0,TC04,1218.892717120527
180.0,TC05,1128.977590870475
180.0,TC06,1198.9568370438642
180.0,TC07,1135.4296232581364
180.0,TC08,1252.0727228015528
180.0,TC09,1187.6861009088614
180.0,TC10,1204.4073404503322
180.0,TC11,1264.5216490692678
180.0,TC12,1336.8334769717717
180.0,TC13,1258.3583013918092
180.0,TC14,1348.8783228616664
180.0,TC15,1280.7406651379893
180.0,TC16,1278.3565137182522
180.0,TC17,868.1643834099743
180.0,TC18,908.0568843289628
180.0,TC19,1095.0567036920875
180.0,TC20,997.7455754212559
181.0,TC01,1125.3653136600385
181.0,TC02,1105.7399562402643
181.0,TC03,1268.6733552931958
181.0,TC04,1222.3807614409436
181.0,TC05,1128.0836354525854
181.0,TC06,1201.802030281686
181.0,TC07,1136.2489300140953
181.0,TC08,1254.8078083755452
181.0,TC09,1184.5078530820842
181.0,TC10,1205.2697450533656
181.0,TC11,1270.2510258867137
181.0,TC12,1332.3699301569577
181.0,TC13,1256.9648005394467
181.0,TC14,1347.9147770920295
181.0,TC15,1277.904568997743
181.0,TC16,1278.8242531141218
181.0,TC17,869.5179181437633
181.0,TC18,911.7360377640914
181.0,TC19,1095.7942571353055
181.0,TC20,996.4892617459236
182.0,TC01,1125.4796603341854
182.0,TC02,1109.2530307499183
182.0,TC03,1264.8365838417792
182.0,TC04,1221.8249143775254
182.0,TC05,1127.3200507335919
182.0,TC06,1196.361546110424
182.0,TC07,1139.401940774879
182.0,TC08,1250.873793908802
182.0,TC09,1189.5522637702068
182.0,TC10,1205.6477187949201
182.0,TC11,1267.5075614675766
182.0,TC12,1334.1245009088645
182.0,TC13,1260.4553798288493
182.0,TC14,1346.790846066446
182.0,TC15,1281.1234662366628
182.0,TC16,1280.99569756188
182.0,TC17,869.309109305422
182.0,TC18,913.1981207755391
182.0,TC19,1096.6287095870982
182.0,TC20,992.6179563510415
183.0,TC01,1124.022371558441
183.0,TC02,1106.2894157339947
183.0,TC03,1267.0577638942718
183.0,TC04,1224.0272741007393
183.0,TC05,1129.2380957419969
183.0,TC06,1203.1047940008214
183.0,TC07,1138.623565666643
183.0,TC08,1251.4917807592524
183.0,TC09,1187.8634944214064
183.0,TC10,1204.0878633856532
183.0,TC11,1267.3711317780349
183.0,TC12,1335.4891615349054
183.0,TC13,1259.1129048320017
183.0,TC14,1346.9711494934138
183.0,TC15,1283.6891072109597
183.0,TC16,1275.8843943410116
183.0,TC17,867.9802805721691
183.0,TC18,909.5629236261809
183.0,TC19,1096.9098206667868
183.0,TC20,998.1677794801241
184.0,TC01,1121.9273971947594
184.0,TC02,1107.8611782730989
184.0,TC03,1268.0784678144996
184.0,TC04,1224.7075640717057
184.0,TC05,1126.0945439189634
184.0,TC06,1203.2199379652702
184.0,TC07,1139.2837279165296
184.0,TC08,1255.617098389905
184.0,TC09,1187.629907400603
184.0,TC10,1205.6169125389533
184.0,TC11,1268.8000616560266
184.0,TC12,1336.5757015185445
184.0,TC13,1257.8321047217814
184.0,TC14,1346.2369807934824
184.0,TC15,1281.5933261944213
184.0,TC16,1281.6462577036755
184.0,TC17,870.6365894145015
184.0,TC18,910.2462088284035
184.0,TC19,1096.7304910834862
184.0,TC20,996.6133622419679
185.0,TC01,1125.7015160702017
185.0,TC02,1108.4233937561057
185.0,TC03,1266.969797588268
185.0,TC04,1223.106529933699
185.0,TC05,1126.5511367192805
185.0,TC06,1199.7795336655972
185.0,TC07,1137.6947061905262
185.0,TC08,1252.4322879165948
185.0,TC09,1187.716831319951
185.0,TC10,1206.752236805016
185.0,TC11,1269.8125215641626
185.0,TC12,1337.91347403013
185.0,TC13,1260.5398528712105
185.0,TC14,1349.0146953614094
185.0,TC15,1282.0655208130263
185.0,TC16,1279.4012938872168
185.0,TC17,870.928342862933
185.0,TC18,911.0858430246353
185.0,TC19,1095.8315703287453
185.0,TC20,997.2931406183683
186.0,TC01,1123.9271611115203
186.0,TC02,1108.3969511933556
186.0,TC03,1268.2307248891866
186.0,TC04,1224.12212004438
186.0,TC05,1129.1212170909027
186.0,TC06,1202.0567671313318
186.0,TC07,1139.1762101961526
186.0,TC08,1255.3830671308285
186.0,TC09,1187.8117170244989
186.0,TC10,1204.2437873370825
186.0,TC11,1268.9489561586947
186.0,TC12,1335.7244907870256
186.0,TC13,1259.6255659275648
186.0,TC14,1349.924092555713
186.0,TC15,1282.9590304254993
186.0,TC16,1282.2326094007194
186.0,TC17,871.7899803707146
186.0,TC18,911.7899474515629
186.0,TC19,1099.7820195584698
186.0,TC20,996.5200296276201
187.0,TC01,1126.4336929650074
187.0,TC02,1109.3903442246062
187.0,TC03,1267.6565859465338
187.0,TC04,1225.3343698996644
187.0,TC05,1129.917672452233
187.0,TC06,1203.0885465612707
187.0,TC07,1141.44079890589
187.0,TC08,1254.9311591657251
187.0,TC09,1190.394385590531
187.0,TC10,1208.0300645355944
187.0,TC11,1269.9726921218564
187.0,TC12,1339.9714562432036
187.0,TC13,1261.5816969102457
187.0,TC14,1349.5953664340823
187.0,TC15,1282.0862763247462
187.0,TC16,1280.011339065892
187.0,TC17,870.8665144690436
187.0,TC18,911.5585444210627
187.0,TC19,1099.5247824930848
187.0,TC20,998.4991006883787
188.0,TC01,1128.671270859201
188.0,TC02,1109.5977443058734
188.0,TC03,1270.0171953349977
188.0,TC04,1222.3070940881203
188.0,TC05,1128.6735702316853
188.0,TC06,1203.3988444344984
188.0,TC07,1138.849452712985
188.0,TC08,1255.2874193043149
188.0,TC09,1188.9809063491134
188.0,TC10,1206.547013103288
188.0,TC11,1267.2818288373207
188.0,TC12,1338.4375242648543
188.0,TC13,1264.3027372678487
188.0,TC14,1349.6665533484854
188.0,TC15,1283.5744144535481
188.0,TC16,1283.739663814244
188.0,TC17,874.4760661679777
188.0,TC18,910.9266239371142
188.0,TC19,1102.0485903868869
188.0,TC20,998.6123471803209
189.0,TC01,1125.6375679863156
189.0,TC02,1111.1917467760195
189.0,TC03,1267.0814314431095
189.0,TC04,1224.541695920585
189.0,TC05,1129.6314615943843
189.0,TC06,1203.4305907837954
189.0,TC07,1137.9336047246304
189.0,TC08,1253.5241139845143
189.0,TC09,1190.6698037926412
189.0,TC10,1208.888008689749
189.0,TC11,1271.7996429382779
189.0,TC12,1336.3561402922792
189.0,TC13,1261.2751847564066
189.0,TC14,1353.5047047960652
189.0,TC15,1282.6878510961087
189.0,TC16,1279.1728436037638
189.0,TC17,870.1402225392557
189.0,TC18,909.4707769099105
189.0,TC19,1097.0701710929422
189.0,TC20,998.2402720212763
190.0,TC01,1126.8507884252215
190.0,TC02,1107.692405533887
190.0,TC03,1271.213070897188
190.0,TC04,1224.557309080172
190.0,TC05,1129.898140069012
190.0,TC06,1203.041940591923
190.0,TC07,1140.154546885813
190.0,TC08,1258.8489681789592
190.0,TC09,1190.7103300960332
190.0,TC10,1207.5719609058704
190.0,TC11,1268.7770454760996
190.0,TC12,1337.9658309602287
190.0,TC13,1262.111566311332
190.0,TC14,1349.868037732326
190.0,TC15,1285.203312238724
190.0,TC16,1279.5156652990242
190.0,TC17,872.3590104407206
190.0,TC18,912.3624146159235
190.0,TC19,1098.1450187322407
190.0,TC20,999.4996957475763
191.0,TC01,1127.5799691931982
191.0,TC02,1109.5628235384586
191.0,TC03,1273.5264092609864
191.0,TC04,1224.8393920958486
191.0,TC05,1132.257303370556
191.0,TC06,1206.6118890353393
191.0,TC07,1140.6863230361314
191.0,TC08,1257.8683318758583
191.0,TC09,1191.252200664885
191.0,TC10,1209.3828328172838
191.0,TC11,1270.6675675929769
191.0,TC12,1340.79404523419
191.0,TC13,1263.7012249985905
191.0,TC14,1349.887726730394
191.0,TC15,1286.0437070930952
191.0,TC16,1281.5669395221735
191.0,TC17,873.6990475408469
191.0,TC18,911.798733625273
191.0,TC19,1099.653401643867
191.0,TC20,996.5004587846984
192.0,TC01,1127.0334772983283
192.0,TC02,1113.6231531698693
192.0,TC03,1272.5602226350923
192.0,TC04,1226.0000770482802
192.0,TC05,1130.1463456194938
192.0,TC06,1204.7525805394441
192.0,TC07,1139.7392811145019
192.0,TC08,1256.3733933568453
192.0,TC09,1191.4994924783164
192.0,TC10,1207.7404945071057
192.0,TC11,1271.3997151668932
192.0,TC12,1341.0807843926732
192.0,TC13,1264.50125666949
192.0,TC14,1350.746001370625
192.0,TC15,1284.382047334267
192.0,TC16,1283.9298987202867
192.0,TC17,871.3955538757766
192.0,TC18,914.3864143653503
192.0,TC19,1099.7931471184606
192.0,TC20,999.4708144223424
193.0,TC01,1129.8867498876937
193.0,TC02,1110.6792693782984
193.0,TC03,1265.6325992387642
193.0,TC04,1227.3911972059939
193.0,TC05,1131.9434074837031
193.0,TC06,1204.0007068855336
193.0,TC07,1143.9304050043877
193.0,TC08,1255.7724408000495
193.0,TC09,1191.0876996757365
193.0,TC10,1208.521559437812
193.0,TC11,1269.3438369198996
193.0,TC12,1340.2790193089913
193.0,TC13,1265.7699894187072
193.0,TC14,1351.6408232711283
193.0,TC15,1285.4455311673541
193.0,TC16,1285.457019586915
193.0,TC17,869.8548908453218
193.0,TC18,915.0405198846684
193.0,TC19,1098.4752763876918
193.0,TC20,1001.9550672227556
194.0,TC01,1127.003568189358
194.0,TC02,1110.5248031375754
194.0,TC03,1269.1921424200088
194.0,TC04,1227.7165020814548
194.0,TC05,1131.8507136213238
194.0,TC06,1206.242662427837
194.0,TC07,1141.9560623528268
194.0,TC08,1257.1533746023251
194.0,TC09,1192.3166719236567
194.0,TC10,1209.4571782178612
194.0,TC11,1272.5551311852844
194.0,TC12,1340.4810900975435
194.0,TC13,1264.4399241506371
194.0,TC14,1352.0620414428915
194.0,TC15,1285.8275957671503
194.0,TC16,1284.1683828326454
194.0,TC17,875.5532791884244
194.0,TC18,912.6978762095057
194.0,TC19,1104.2412041807008
194.0,TC20,1001.7480789378895
195.0,TC01,1128.9764349532586
195.0,TC02,1110.4191780938538
195.0,TC03,1269.2581660735532
195.0,TC04,1226.2952658077886
195.0,TC05,1132.0715147646895
195.0,TC06,1207.10391959889
195.0,TC07,1143.502594185614
195.0,TC08,1257.7824155307692
195.0,TC09,1191.06377122714
195.0,TC10,1209.0853535916872
195.0,TC11,1272.8509697967909
195.0,TC12,1340.5690962378553
195.0,TC13,1265.138863830267
195.0,TC14,1353.0630802219678
195.0,TC15,1286.9996997071387
195.0,TC16,1286.6757203341188
195.0,TC17,874.2240579507779
195.0,TC18,914.6810881105778
195.0,TC19,1102.570906897718
195.0,TC20,1004.4642164992861
196.0,TC01,1125.570995440757
196.0,TC02,1113.9273968571115
196.0,TC03,1275.761318999518
196.0,TC04,1226.9150460006606
196.0,TC05,1132.983860031671
196.0,TC06,1205.7002063147208
196.0,TC07,1142.8465578769824
196.0,TC08,1260.190893560903
196.0,TC09,1194.5982868588862
196.0,TC10,1209.5359650813916
196.0,TC11,1274.6424585186132
196.0,TC12,1343.7009856808904
196.0,TC13,1264.9244276918657
196.0,TC14,1354.0041992906838
196.0,TC15,1288.0555629598625
196.0,TC16,1282.5329041759483
196.0,TC17,873.2689993925907
196.0,TC18,911.4139679711969
196.0,TC19,1103.6460749854298
196.0,TC20,1001.925758626994
197.0,TC01,1131.580817689414
197.0,TC02,1108.6313108438947
197.0,TC03,1273.9877073531932
197.0,TC04,1229.2614944211723
197.0,TC05,1135.4478468936027
197.0,TC06,1203.8083110660532
197.0,TC07,1143.8429923266626
197.0,TC08,1256.1461317619326
197.0,TC09,1193.499256487108
197.0,TC10,1212.0653811061181
197.0,TC11,1272.6835780168499
197.0,TC12,1342.3090358687186
197.0,TC13,1265.8755088074004
197.0,TC14,1351.7017730863317
197.0,TC15,1288.6651216729852
197.0,TC16,1282.6597941251896
197.0,TC17,872.3359872470826
197.0,TC18,917.1882986919601
197.0,TC19,1103.204025932074
197.0,TC20,999.8501981140345
198.0,TC01,1128.7933147146994
